pub_name,journal_name,date,journal_type,issn,apc
BioMed Central,Acta Neuropathologica Communications,2016-06-28,OA,2051-5960,1400
BioMed Central,Alzheimer's Research & Therapy,2016-06-28,OA,1758-9193,2175
BioMed Central,Annals of Clinical Microbiology and Antimicrobials,2016-06-28,OA,1476-0711,2145
BioMed Central,Antimicrobial Resistance & Infection Control,2016-06-28,OA,2047-2994,2145
BioMed Central,Behavioral and Brain Functions,2016-06-28,OA,1744-9081,2145
BioMed Central,Biological Procedures Online,2016-06-28,OA,1480-9222,2450
BioMed Central,Biology of Sex Differences,2016-06-28,OA,2042-6410,2450
BioMed Central,Biomarker Research,2016-06-28,OA,2050-7771,2255
BioMed Central,BMC Cancer,2016-06-28,OA,1471-2407,2145
BioMed Central,BMC Immunology,2016-06-28,OA,1471-2172,2145
BioMed Central,BMC Medical Genetics,2016-06-28,OA,1471-2350,2145
BioMed Central,BMC Medical Genomics,2016-06-28,OA,1755-8794,2145
BioMed Central,BMC Neuroscience,2016-06-28,OA,1471-2202,2145
BioMed Central,BMC Pharmacology and Toxicology,2016-06-28,OA,2050-6511,2145
BioMed Central,BMC Physiology,2016-06-28,OA,1472-6793,2145
BioMed Central,BMC Research Notes,2016-06-28,OA,1756-0500,1290
BioMed Central,Breast Cancer Research,2016-06-28,OA,1465-542X,2910
BioMed Central,Cancer & Metabolism,2016-06-28,OA,2049-3002,2450
BioMed Central,Cancer Cell International,2016-06-28,OA,1475-2867,2300
BioMed Central,Chinese Journal of Cancer,2016-06-28,OA,1944-446X,0
BioMed Central,Clinical Epigenetics,2016-06-28,OA,1868-7083,2450
BioMed Central,Clinical Sarcoma Research,2016-06-28,OA,2045-3329,2145
BioMed Central,DARU Journal of Pharmaceutical Sciences,2016-06-28,OA,2008-2231,0
BioMed Central,EPMA Journal,2016-06-28,OA,1878-5085,2240
BioMed Central,Experimental & Translational Stroke Medicine,2016-06-28,OA,2040-7378,2145
BioMed Central,Extreme Physiology & Medicine,2016-06-28,OA,2046-7648,2145
BioMed Central,Flavour,2016-06-28,OA,2044-7248,2450
BioMed Central,Fluids and Barriers of the CNS,2016-06-28,OA,2045-8118,2145
BioMed Central,Genes & Nutrition,2016-06-28,OA,1865-3499,2145
BioMed Central,Genes and Environment,2016-06-28,OA,1880-7062,0
BioMed Central,Genome Medicine,2016-06-28,OA,1756-994X,2785
BioMed Central,Hereditary Cancer in Clinical Practice,2016-06-28,OA,1897-4287,2145
BioMed Central,Human Genomics,2016-06-28,OA,1479-7364,2450
BioMed Central,Immunity & Ageing,2016-06-28,OA,1742-4933,2145
BioMed Central,Infectious Agents and Cancer,2016-06-28,OA,1750-9378,1940
BioMed Central,Inflammation and Regeneration,2016-06-28,OA,1880-8190,0
BioMed Central,Journal of Biomedical Science,2016-06-28,OA,1423-0127,0
BioMed Central,Journal of Inflammation,2016-06-28,OA,1476-9255,2300
BioMed Central,Journal of Negative Results in BioMedicine,2016-06-28,OA,1477-5751,2145
BioMed Central,Journal of Neurodevelopmental Disorders,2016-06-28,OA,1866-1955,2450
BioMed Central,Journal of NeuroEngineering and Rehabilitation,2016-06-28,OA,1743-0003,2240
BioMed Central,Journal of Neuroinflammation,2016-06-28,OA,1742-2094,2450
BioMed Central,Journal of Pharmaceutical Health Care and Sciences,2016-06-28,OA,2055-0294,2220
BioMed Central,Journal of Physiological Anthropology,2016-06-28,OA,1880-6805,1565
BioMed Central,Journal of Translational Medicine,2016-06-28,OA,1479-5876,2145
BioMed Central,Journal of Venomous Animals and Toxins including Tropical Diseases,2016-06-28,OA,1678-9199,2145
BioMed Central,Malaria Journal,2016-06-28,OA,1475-2875,2240
BioMed Central,Microbiome,2016-06-28,OA,2049-2618,2450
BioMed Central,Mobile DNA,2016-06-28,OA,1759-8753,2145
BioMed Central,Molecular and Cellular Therapies,2016-06-28,OA,2052-8426,2145
BioMed Central,Molecular Brain,2016-06-28,OA,1756-6606,1980
BioMed Central,Molecular Cancer,2016-06-28,OA,1476-4598,2145
BioMed Central,Molecular Cytogenetics,2016-06-28,OA,1755-8166,2145
BioMed Central,Molecular Neurodegeneration,2016-06-28,OA,1750-1326,2580
BioMed Central,Neural Development,2016-06-28,OA,1749-8104,2145
BioMed Central,Parasites & Vectors,2016-06-28,OA,1756-3305,2145
BioMed Central,Particle and Fibre Toxicology,2016-06-28,OA,1743-8977,2145
BioMed Central,Radiation Oncology,2016-06-28,OA,1748-717X,2145
BioMed Central,Retrovirology,2016-06-28,OA,1742-4690,2450
BioMed Central,Theoretical Biology and Medical Modelling,2016-06-28,OA,1742-4682,2145
BioMed Central,Translational Neurodegeneration,2016-06-28,OA,2047-9158,2145
BioMed Central,Virology Journal,2016-06-28,OA,1743-422X,2145
BioMed Central,Biotechnology for Biofuels,2016-06-28,OA,1754-6834,2450
BioMed Central,BMC Biotechnology,2016-06-28,OA,1472-6750,2145
BioMed Central,Journal of Nanobiotechnology,2016-06-28,OA,1477-3155,2145
BioMed Central,Microbial Cell Factories,2016-06-28,OA,1475-2859,2145
BioMed Central,BMC Oral Health,2016-06-28,OA,1472-6831,2145
BioMed Central,BMC Medical Education,2016-06-28,OA,1472-6920,2145
BioMed Central,BioMedical Engineering OnLine,2016-06-28,OA,1475-925X,2145
BioMed Central,Journal of Biological Engineering,2016-06-28,OA,1754-1611,2240
BioMed Central,Environmental Evidence,2016-06-28,OA,2047-2382,2300
BioMed Central,Environmental Health,2016-06-28,OA,1476-069X,2220
BioMed Central,Journal of Environmental Health Science and Engineering,2016-06-28,OA,2052-336X,0
BioMed Central,Marine Biodiversity Records,2016-06-28,OA,1755-2672,1175
BioMed Central,Agriculture & Food Security,2016-06-28,OA,2048-7010,2450
BioMed Central,Algorithms for Molecular Biology,2016-06-28,OA,1748-7188,2145
BioMed Central,Animal Biotelemetry,2016-06-28,OA,2050-3385,2450
BioMed Central,Avian Research,2016-06-28,OA,2053-7166,0
BioMed Central,BioData Mining,2016-06-28,OA,1756-0381,2145
BioMed Central,Biological Research,2016-06-28,OA,0717-6287,2240
BioMed Central,Biology Direct,2016-06-28,OA,1745-6150,2145
BioMed Central,BMC Biochemistry,2016-06-28,OA,1471-2091,2145
BioMed Central,BMC Bioinformatics,2016-06-28,OA,1471-2105,2145
BioMed Central,BMC Biology,2016-06-28,OA,1741-7007,2785
BioMed Central,BMC Cell Biology,2016-06-28,OA,1471-2121,2145
BioMed Central,BMC Developmental Biology,2016-06-28,OA,1471-213X,2145
BioMed Central,BMC Ecology,2016-06-28,OA,1472-6785,2145
BioMed Central,BMC Evolutionary Biology,2016-06-28,OA,1471-2148,2145
BioMed Central,BMC Genetics,2016-06-28,OA,1471-2156,2145
BioMed Central,BMC Genomics,2016-06-28,OA,1471-2164,2145
BioMed Central,BMC Microbiology,2016-06-28,OA,1471-2180,2145
BioMed Central,BMC Molecular Biology,2016-06-28,OA,1471-2199,2145
BioMed Central,BMC Plant Biology,2016-06-28,OA,1471-2229,2145
BioMed Central,BMC Structural Biology,2016-06-28,OA,1472-6807,2145
BioMed Central,BMC Systems Biology,2016-06-28,OA,1752-0509,2145
BioMed Central,BMC Zoology,2016-06-28,OA,2056-3132,2145
BioMed Central,Canine Genetics and Epidemiology,2016-06-28,OA,2052-6687,2145
BioMed Central,Cell & Bioscience,2016-06-28,OA,2045-3701,2145
BioMed Central,Cell Communication and Signaling,2016-06-28,OA,1478-811X,2450
BioMed Central,Cell Division,2016-06-28,OA,1747-1028,2300
BioMed Central,Cell Regeneration,2016-06-28,OA,2045-9769,0
BioMed Central,Cellular & Molecular Biology Letters,2016-06-28,OA,1689-1392,2615
BioMed Central,Cerebellum & Ataxias,2016-06-28,OA,2053-8871,2145
BioMed Central,Cilia,2016-06-28,OA,2046-2530,2450
BioMed Central,Climate Change Responses,2016-06-28,OA,2053-7565,2145
BioMed Central,Clinical Proteomics,2016-06-28,OA,1559-0275,2145
BioMed Central,Epigenetics & Chromatin,2016-06-28,OA,1756-8935,2450
BioMed Central,EvoDevo,2016-06-28,OA,2041-9139,2450
BioMed Central,ExRNA,2016-06-28,OA,2398-0060,0
BioMed Central,Fisheries and Aquatic Sciences,2016-06-28,OA,2234-1757,2145
BioMed Central,Frontiers in Zoology,2016-06-28,OA,1742-9994,2365
BioMed Central,Fungal Biology and Biotechnology,2016-06-28,OA,2054-3085,2145
BioMed Central,Genetics Selection Evolution,2016-06-28,OA,1297-9686,1800
BioMed Central,Genome Biology,2016-06-28,OA,1474-760X,2975
BioMed Central,GigaScience,2016-06-28,OA,2047-217X,2050
BioMed Central,Helgoland Marine Research,2016-06-28,OA,1438-3888,0
BioMed Central,Hereditas,2016-06-28,OA,1601-5223,2145
BioMed Central,Journal of Animal Science and Biotechnology,2016-06-28,OA,2049-1891,0
BioMed Central,Journal of Animal Science and Technology,2016-06-28,OA,2055-0391,0
BioMed Central,Journal of Biological Research-Thessaloniki,2016-06-28,OA,2241-5793,2365
BioMed Central,Lipids in Health and Disease,2016-06-28,OA,1476-511X,2145
BioMed Central,Movement Ecology,2016-06-28,OA,2051-3933,2145
BioMed Central,Plant Methods,2016-06-28,OA,1746-4811,2240
BioMed Central,Proteome Science,2016-06-28,OA,1477-5956,2145
BioMed Central,Revista Chilena de Historia Natural,2016-06-28,OA,0717-6317,1760
BioMed Central,Skeletal Muscle,2016-06-28,OA,2044-5040,2450
BioMed Central,Source Code for Biology and Medicine,2016-06-28,OA,1751-0473,2145
BioMed Central,Standards in Genomic Sciences,2016-06-28,OA,1944-3277,2145
BioMed Central,Stem Cell Research & Therapy,2016-06-28,OA,1757-6512,2175
BioMed Central,Zoological Letters,2016-06-28,OA,2056-306X,0
BioMed Central,Biomaterials Research,2016-06-28,OA,2055-7124,1890
BioMed Central,Big Data Analytics,2016-06-28,OA,2058-6345,2145
BioMed Central,Journal of Biomedical Semantics,2016-06-28,OA,2041-1480,2145
BioMed Central,Acta Veterinaria Scandinavica,2016-06-28,OA,1751-0147,2365
BioMed Central,Addiction Science & Clinical Practice,2016-06-28,OA,1940-0640,2145
BioMed Central,Advances in Simulation,2016-06-28,OA,2059-0628,2145
BioMed Central,AIDS Research and Therapy,2016-06-28,OA,1742-6405,2300
BioMed Central,"Allergy, Asthma & Clinical Immunology",2016-06-28,OA,1710-1492,2145
BioMed Central,Annals of General Psychiatry,2016-06-28,OA,1744-859X,2450
BioMed Central,Annals of Occupational and Environmental Medicine,2016-06-28,OA,2052-4374,1975
BioMed Central,Applied Cancer Research,2016-06-28,OA,1980-5578,0
BioMed Central,Archives of Physiotherapy,2016-06-28,OA,2057-0082,0
BioMed Central,Archives of Public Health,2016-06-28,OA,2049-3258,2145
BioMed Central,Arthritis Research & Therapy,2016-06-28,OA,1478-6362,2740
BioMed Central,Asia Pacific Family Medicine,2016-06-28,OA,1447-056X,2145
BioMed Central,Asthma Research and Practice,2016-06-28,OA,2054-7064,2145
BioMed Central,Basic and Clinical Andrology,2016-06-28,OA,2051-4190,1720
BioMed Central,BioPsychoSocial Medicine,2016-06-28,OA,1751-0759,2145
BioMed Central,BMC Anesthesiology,2016-06-28,OA,1471-2253,2145
BioMed Central,BMC Cardiovascular Disorders,2016-06-28,OA,1471-2261,2145
BioMed Central,BMC Clinical Pathology,2016-06-28,OA,1472-6890,2145
BioMed Central,BMC Complementary and Alternative Medicine,2016-06-28,OA,1472-6882,2145
BioMed Central,BMC Dermatology,2016-06-28,OA,1471-5945,2145
BioMed Central,"BMC Ear, Nose and Throat Disorders",2016-06-28,OA,1472-6815,2145
BioMed Central,BMC Emergency Medicine,2016-06-28,OA,1471-227X,2145
BioMed Central,BMC Endocrine Disorders,2016-06-28,OA,1472-6823,2145
BioMed Central,BMC Family Practice,2016-06-28,OA,1471-2296,2145
BioMed Central,BMC Gastroenterology,2016-06-28,OA,1471-230X,2145
BioMed Central,BMC Geriatrics,2016-06-28,OA,1471-2318,2145
BioMed Central,BMC Health Services Research,2016-06-28,OA,1472-6963,2145
BioMed Central,BMC Hematology,2016-06-28,OA,2052-1839,2145
BioMed Central,BMC Infectious Diseases,2016-06-28,OA,1471-2334,2145
BioMed Central,BMC International Health and Human Rights,2016-06-28,OA,1472-698X,2145
BioMed Central,BMC Medical Imaging,2016-06-28,OA,1471-2342,2145
BioMed Central,BMC Medical Informatics and Decision Making,2016-06-28,OA,1472-6947,2145
BioMed Central,BMC Medical Research Methodology,2016-06-28,OA,1471-2288,2145
BioMed Central,BMC Medicine,2016-06-28,OA,1741-7015,2785
BioMed Central,BMC Musculoskeletal Disorders,2016-06-28,OA,1471-2474,2145
BioMed Central,BMC Nephrology,2016-06-28,OA,1471-2369,2145
BioMed Central,BMC Neurology,2016-06-28,OA,1471-2377,2145
BioMed Central,BMC Nursing,2016-06-28,OA,1472-6955,2145
BioMed Central,BMC Nutrition,2016-06-28,OA,2055-0928,2145
BioMed Central,BMC Obesity,2016-06-28,OA,2052-9538,2145
BioMed Central,BMC Ophthalmology,2016-06-28,OA,1471-2415,2145
BioMed Central,BMC Palliative Care,2016-06-28,OA,1472-684X,2145
BioMed Central,BMC Pediatrics,2016-06-28,OA,1471-2431,2145
BioMed Central,BMC Pregnancy and Childbirth,2016-06-28,OA,1471-2393,2145
BioMed Central,BMC Proceedings,2016-06-28,OA,1753-6561,0
BioMed Central,BMC Psychiatry,2016-06-28,OA,1471-244X,2145
BioMed Central,BMC Public Health,2016-06-28,OA,1471-2458,2145
BioMed Central,BMC Pulmonary Medicine,2016-06-28,OA,1471-2466,2145
BioMed Central,"BMC Sports Science, Medicine and Rehabilitation",2016-06-28,OA,2052-1847,2145
BioMed Central,BMC Surgery,2016-06-28,OA,1471-2482,2145
BioMed Central,BMC Urology,2016-06-28,OA,1471-2490,2145
BioMed Central,BMC Veterinary Research,2016-06-28,OA,1746-6148,2145
BioMed Central,BMC Women's Health,2016-06-28,OA,1472-6874,2145
BioMed Central,Borderline Personality Disorder and Emotion Dysregulation,2016-06-28,OA,2051-6673,0
BioMed Central,Burns & Trauma,2016-06-28,OA,2321-3876,0
BioMed Central,Canadian Journal of Kidney Health and Disease,2016-06-28,OA,2054-3581,2145
BioMed Central,Cancer Imaging,2016-06-28,OA,1470-7330,2145
BioMed Central,Cancers of the Head & Neck,2016-06-28,OA,2059-7347,2145
BioMed Central,Cardio-Oncology,2016-06-28,OA,2057-3804,2075
BioMed Central,Cardiovascular Diabetology,2016-06-28,OA,1475-2840,2410
BioMed Central,Cardiovascular Ultrasound,2016-06-28,OA,1476-7120,2145
BioMed Central,Child and Adolescent Psychiatry and Mental Health,2016-06-28,OA,1753-2000,2145
BioMed Central,Chinese Medicine,2016-06-28,OA,1749-8546,2145
BioMed Central,Chinese Neurosurgical Journal,2016-06-28,OA,2057-4967,0
BioMed Central,Chiropractic & Manual Therapies,2016-06-28,OA,2045-709X,0
BioMed Central,Clinical and Molecular Allergy,2016-06-28,OA,1476-7961,2145
BioMed Central,Clinical and Translational Allergy,2016-06-28,OA,2045-7022,2300
BioMed Central,Clinical Diabetes and Endocrinology,2016-06-28,OA,2055-8260,2145
BioMed Central,Clinical Hypertension,2016-06-28,OA,2056-5909,0
BioMed Central,Conflict and Health,2016-06-28,OA,1752-1505,2145
BioMed Central,Contraception and Reproductive Medicine,2016-06-28,OA,2055-7426,2145
BioMed Central,COPD Research and Practice,2016-06-28,OA,2054-9040,2145
BioMed Central,Cost Effectiveness and Resource Allocation,2016-06-28,OA,1478-7547,2145
BioMed Central,Critical Care,2016-06-28,OA,1364-8535,2740
BioMed Central,Diabetology & Metabolic Syndrome,2016-06-28,OA,1758-5996,2220
BioMed Central,Diagnostic and Prognostic Research,2016-06-28,OA,2397-7523,2145
BioMed Central,Diagnostic Pathology,2016-06-28,OA,1746-1596,2145
BioMed Central,Disaster and Military Medicine,2016-06-28,OA,2054-314X,2145
BioMed Central,Emerging Themes in Epidemiology,2016-06-28,OA,1742-7622,2145
BioMed Central,European Journal of Medical Research,2016-06-28,OA,2047-783X,2450
BioMed Central,European Review of Aging and Physical Activity,2016-06-28,OA,1861-6909,2145
BioMed Central,Experimental Hematology & Oncology,2016-06-28,OA,2162-3619,2580
BioMed Central,Eye and Vision,2016-06-28,OA,2326-0254,0
BioMed Central,Fertility Research and Practice,2016-06-28,OA,2054-7099,2145
BioMed Central,Fibrogenesis & Tissue Repair,2016-06-28,OA,1755-1536,2450
BioMed Central,Global Health Research and Policy,2016-06-28,OA,2397-0642,0
BioMed Central,Globalization and Health,2016-06-28,OA,1744-8603,2145
BioMed Central,Gut Pathogens,2016-06-28,OA,1757-4749,2410
BioMed Central,Gynecologic Oncology Research and Practice,2016-06-28,OA,2053-6844,2145
BioMed Central,Harm Reduction Journal,2016-06-28,OA,1477-7517,2450
BioMed Central,Head & Face Medicine,2016-06-28,OA,1746-160X,2145
BioMed Central,Health and Quality of Life Outcomes,2016-06-28,OA,1477-7525,2145
BioMed Central,Health Information Science and Systems,2016-06-28,OA,2047-2501,2145
BioMed Central,Health Research Policy and Systems,2016-06-28,OA,1478-4505,2300
BioMed Central,"Hepatology, Medicine and Policy",2016-06-28,OA,2059-5166,2145
BioMed Central,Human Resources for Health,2016-06-28,OA,1478-4491,2450
BioMed Central,Implementation Science,2016-06-28,OA,1748-5908,2365
BioMed Central,Infectious Diseases of Poverty,2016-06-28,OA,2049-9957,2145
BioMed Central,International Breastfeeding Journal,2016-06-28,OA,1746-4358,1940
BioMed Central,International Journal for Equity in Health,2016-06-28,OA,1475-9276,2220
BioMed Central,International Journal of Behavioral Nutrition and Physical Activity,2016-06-28,OA,1479-5868,2580
BioMed Central,International Journal of Health Geographics,2016-06-28,OA,1476-072X,2145
BioMed Central,International Journal of Mental Health Systems,2016-06-28,OA,1752-4458,2145
BioMed Central,International Journal of Pediatric Endocrinology,2016-06-28,OA,1687-9856,2145
BioMed Central,International Journal of Retina and Vitreous,2016-06-28,OA,2056-9920,0
BioMed Central,Irish Veterinary Journal,2016-06-28,OA,2046-0481,2145
BioMed Central,Israel Journal of Health Policy Research,2016-06-28,OA,2045-4015,0
BioMed Central,Italian Journal of Pediatrics,2016-06-28,OA,1824-7288,2145
BioMed Central,Journal for ImmunoTherapy of Cancer,2016-06-28,OA,2051-1426,2410
BioMed Central,Journal of Cardiothoracic Surgery,2016-06-28,OA,1749-8090,2175
BioMed Central,Journal of Cardiovascular Magnetic Resonance,2016-06-28,OA,1532-429X,2145
BioMed Central,Journal of Clinical Movement Disorders,2016-06-28,OA,2054-7072,2145
BioMed Central,Journal of Compassionate Health Care,2016-06-28,OA,2053-2393,2145
BioMed Central,Journal of Congenital Cardiology,2016-06-28,OA,2056-7251,2145
BioMed Central,Journal of Diabetes & Metabolic Disorders,2016-06-28,OA,2251-6581,0
BioMed Central,Journal of Ethnobiology and Ethnomedicine,2016-06-28,OA,1746-4269,1940
BioMed Central,Journal of Experimental & Clinical Cancer Research,2016-06-28,OA,1756-9966,2220
BioMed Central,Journal of Foot and Ankle Research,2016-06-28,OA,1757-1146,2145
BioMed Central,"Journal of Health, Population and Nutrition",2016-06-28,OA,2072-1315,2145
BioMed Central,Journal of Hematology & Oncology,2016-06-28,OA,1756-8722,2580
BioMed Central,Journal of Intensive Care,2016-06-28,OA,2052-0492,0
BioMed Central,Journal of Medical Case Reports,2016-06-28,OA,1752-1947,1120
BioMed Central,Journal of Molecular Psychiatry,2016-06-28,OA,2049-9256,2145
BioMed Central,Journal of Occupational Medicine and Toxicology,2016-06-28,OA,1745-6673,2260
BioMed Central,Journal of Orthopaedic Surgery and Research,2016-06-28,OA,1749-799X,2450
BioMed Central,Journal of Otolaryngology - Head & Neck Surgery,2016-06-28,OA,1916-0216,2145
BioMed Central,Journal of Ovarian Research,2016-06-28,OA,1757-2215,2145
BioMed Central,Journal of the International Society of Sports Nutrition,2016-06-28,OA,1550-2783,2145
BioMed Central,Journal of Therapeutic Ultrasound,2016-06-28,OA,2050-5736,0
BioMed Central,Journal of Trauma Management & Outcomes,2016-06-28,OA,1752-2897,1940
BioMed Central,Kidney Disease and Transplantation,2016-06-28,OA,2058-511X,0
BioMed Central,"Maternal Health, Neonatology and Perinatology",2016-06-28,OA,2054-958X,2145
BioMed Central,Military Medical Research,2016-06-28,OA,2054-9369,0
BioMed Central,Molecular Autism,2016-06-28,OA,2040-2392,2145
BioMed Central,Multidisciplinary Respiratory Medicine,2016-06-28,OA,2049-6958,2145
BioMed Central,Multiple Sclerosis and Demyelinating Disorders,2016-06-28,OA,2056-6115,2145
BioMed Central,Neuropsychiatric Electrophysiology,2016-06-28,OA,2055-4788,2145
BioMed Central,Neurovascular Imaging,2016-06-28,OA,2055-5792,2145
BioMed Central,Nutrire,2016-06-28,OA,2316-7874,0
BioMed Central,Nutrition & Metabolism,2016-06-28,OA,1743-7075,2240
BioMed Central,Nutrition Journal,2016-06-28,OA,1475-2891,2300
BioMed Central,Orphanet Journal of Rare Diseases,2016-06-28,OA,1750-1172,2365
BioMed Central,Patient Safety in Surgery,2016-06-28,OA,1754-9493,2145
BioMed Central,Pediatric Rheumatology,2016-06-28,OA,1546-0096,2145
BioMed Central,Perioperative Medicine,2016-06-28,OA,2047-0525,2450
BioMed Central,Pilot and Feasibility Studies,2016-06-28,OA,2055-5784,2450
BioMed Central,Pneumonia,2016-06-28,OA,2200-6133,2145
BioMed Central,Population Health Metrics,2016-06-28,OA,1478-7954,2145
BioMed Central,Porcine Health Management,2016-06-28,OA,2055-5660,2145
BioMed Central,Public Health Reviews,2016-06-28,OA,2107-6952,2145
BioMed Central,Renal Replacement Therapy,2016-06-28,OA,2059-1381,0
BioMed Central,Reproductive Biology and Endocrinology,2016-06-28,OA,1477-7827,2145
BioMed Central,Reproductive Health,2016-06-28,OA,1742-4755,2145
BioMed Central,Research Involvement and Engagement,2016-06-28,OA,2056-7529,2450
BioMed Central,Respiratory Research,2016-06-28,OA,1465-993X,2525
BioMed Central,Safety in Health,2016-06-28,OA,2056-5917,2145
BioMed Central,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",2016-06-28,OA,1757-7241,2325
BioMed Central,Scoliosis and Spinal Disorders,2016-06-28,OA,2397-1789,2145
BioMed Central,Sleep Science and Practice,2016-06-28,OA,2398-2683,2145
BioMed Central,"Substance Abuse Treatment, Prevention, and Policy",2016-06-28,OA,1747-597X,1940
BioMed Central,Systematic Reviews,2016-06-28,OA,2046-4053,2450
BioMed Central,Thrombosis Journal,2016-06-28,OA,1477-9560,2145
BioMed Central,Thyroid Research,2016-06-28,OA,1756-6614,2145
BioMed Central,Tobacco Induced Diseases,2016-06-28,OA,1617-9625,2145
BioMed Central,Translational Medicine Communications,2016-06-28,OA,2396-832X,2145
BioMed Central,Transplantation Research,2016-06-28,OA,2047-1440,2450
BioMed Central,Trials,2016-06-28,OA,1745-6215,2145
BioMed Central,"Tropical Diseases, Travel Medicine and Vaccines",2016-06-28,OA,2055-0936,2145
BioMed Central,Tropical Medicine and Health,2016-06-28,OA,1349-4147,1105
BioMed Central,Vascular Cell,2016-06-28,OA,2045-824X,2145
BioMed Central,Veterinary Research,2016-06-28,OA,1297-9716,1800
BioMed Central,Women's Midlife Health,2016-06-28,OA,2054-2690,2145
BioMed Central,World Allergy Organization Journal,2016-06-28,OA,1939-4551,2300
BioMed Central,World Journal of Emergency Surgery,2016-06-28,OA,1749-7922,2145
BioMed Central,World Journal of Surgical Oncology,2016-06-28,OA,1477-7819,2580
BioMed Central,Journal of Pharmaceutical Policy and Practice,2016-06-28,OA,2052-3211,2240
BioMed Central,BMC Medical Ethics,2016-06-28,OA,1472-6939,2145
BioMed Central,"Philosophy, Ethics, and Humanities in Medicine",2016-06-28,OA,1747-5341,2145
BioMed Central,Research Integrity and Peer Review,2016-06-28,OA,2058-8615,2145
BioMed Central,BMC Biophysics,2016-06-28,OA,2046-1682,2145
BioMed Central,BMC Psychology,2016-06-28,OA,2050-7283,2145
BioMed Central,Journal of Eating Disorders,2016-06-28,OA,2050-2974,2145
